Rk No,Daśati/Sukta,Ārcika,Adhyāya,Khaṇḍa,Prapāṭhaka,Ardha,S No,R̥k Text,R̥ṣi,Chandas,Dēvata,Padapāṭha
1243,17,Uttarārcika,9,8,5,1,,,,,,
1244,18,Uttarārcika,9,9,5,1,,,,,,
1245,18,Uttarārcika,9,9,5,1,,,,,,
1246,18,Uttarārcika,9,9,5,1,,,,,,
1247,19,Uttarārcika,9,9,5,1,,,,,,
1248,19,Uttarārcika,9,9,5,1,,,,,,
1249,19,Uttarārcika,9,9,5,1,,,,,,
1250,20,Uttarārcika,9,9,5,1,,,,,,
1251,20,Uttarārcika,9,9,5,1,,,,,,
1252,20,Uttarārcika,9,9,5,1,,,,,,
1253,1,Uttarārcika,10,1,5,2,,,,,,
1254,1,Uttarārcika,10,1,5,2,,,,,,
1255,1,Uttarārcika,10,1,5,2,,,,,,
1256,2,Uttarārcika,10,1,5,2,,,,,,
1257,2,Uttarārcika,10,1,5,2,,,,,,
1258,2,Uttarārcika,10,1,5,2,,,,,,
1259,2,Uttarārcika,10,1,5,2,,,,,,
1260,2,Uttarārcika,10,1,5,2,,,,,,
1261,2,Uttarārcika,10,1,5,2,,,,,,
1262,2,Uttarārcika,10,1,5,2,,,,,,
1263,2,Uttarārcika,10,1,5,2,,,,,,
1264,2,Uttarārcika,10,1,5,2,,,,,,
1265,2,Uttarārcika,10,1,5,2,,,,,,
1266,3,Uttarārcika,10,2,5,2,,,,,,
1267,3,Uttarārcika,10,2,5,2,,,,,,
1268,3,Uttarārcika,10,2,5,2,,,,,,
1269,3,Uttarārcika,10,2,5,2,,,,,,
1270,3,Uttarārcika,10,2,5,2,,,,,,
1271,3,Uttarārcika,10,2,5,2,,,,,,
1272,3,Uttarārcika,10,2,5,2,,,,,,
1273,3,Uttarārcika,10,2,5,2,,,,,,
1274,4,Uttarārcika,10,3,5,2,,,,,,
1275,4,Uttarārcika,10,3,5,2,,,,,,
1276,4,Uttarārcika,10,3,5,2,,,,,,
1277,4,Uttarārcika,10,3,5,2,,,,,,
1278,4,Uttarārcika,10,3,5,2,,,,,,
1279,4,Uttarārcika,10,3,5,2,,,,,,
1280,5,Uttarārcika,10,4,5,2,,,,,,
1281,5,Uttarārcika,10,4,5,2,,,,,,
1282,5,Uttarārcika,10,4,5,2,,,,,,
1283,5,Uttarārcika,10,4,5,2,,,,,,
1284,5,Uttarārcika,10,4,5,2,,,,,,
1285,5,Uttarārcika,10,4,5,2,,,,,,
1286,6,Uttarārcika,10,5,5,2,,,,,,
1287,6,Uttarārcika,10,5,5,2,,,,,,
1288,6,Uttarārcika,10,5,5,2,,,,,,
1289,6,Uttarārcika,10,5,5,2,,,,,,
1290,6,Uttarārcika,10,5,5,2,,,,,,
1291,6,Uttarārcika,10,5,5,2,,,,,,
1292,7,Uttarārcika,10,6,5,2,,,,,,
1293,7,Uttarārcika,10,6,5,2,,,,,,
1294,7,Uttarārcika,10,6,5,2,,,,,,
1295,7,Uttarārcika,10,6,5,2,,,,,,
1296,7,Uttarārcika,10,6,5,2,,,,,,
1297,7,Uttarārcika,10,6,5,2,,,,,,
1298,8,Uttarārcika,10,7,5,2,,,,,,
1299,8,Uttarārcika,10,7,5,2,,,,,,
1300,8,Uttarārcika,10,7,5,2,,,,,,
1301,8,Uttarārcika,10,7,5,2,,,,,,
1302,8,Uttarārcika,10,7,5,2,,,,,,
1303,8,Uttarārcika,10,7,5,2,,,,,,
1304,9,Uttarārcika,10,8,5,2,,,,,,
1305,9,Uttarārcika,10,8,5,2,,,,,,
1306,9,Uttarārcika,10,8,5,2,,,,,,
1307,10,Uttarārcika,10,9,5,2,,,,,,
1308,10,Uttarārcika,10,9,5,2,,,,,,
1309,10,Uttarārcika,10,9,5,2,,,,,,
1310,11,Uttarārcika,10,9,5,2,,,,,,
1311,11,Uttarārcika,10,9,5,2,,,,,,
1312,11,Uttarārcika,10,9,5,2,,,,,,
1313,12,Uttarārcika,10,9,5,2,,,,,,
1314,12,Uttarārcika,10,9,5,2,,,,,,
1315,12,Uttarārcika,10,9,5,2,,,,,,
1316,13,Uttarārcika,10,9,5,2,,,,,,
1317,13,Uttarārcika,10,9,5,2,,,,,,
1318,13,Uttarārcika,10,9,5,2,,,,,,
1319,14,Uttarārcika,10,10,5,2,,,,,,
1320,14,Uttarārcika,10,10,5,2,,,,,,
1321,15,Uttarārcika,10,10,5,2,,,,,,
1322,15,Uttarārcika,10,10,5,2,,,,,,
1323,16,Uttarārcika,10,11,5,2,,,,,,
1324,16,Uttarārcika,10,11,5,2,,,,,,
1325,16,Uttarārcika,10,11,5,2,,,,,,
1326,17,Uttarārcika,10,11,5,2,,,,,,
1327,17,Uttarārcika,10,11,5,2,,,,,,
1328,17,Uttarārcika,10,11,5,2,,,,,,
1329,18,Uttarārcika,10,11,5,2,,,,,,
1330,18,Uttarārcika,10,11,5,2,,,,,,
1331,18,Uttarārcika,10,11,5,2,,,,,,
1332,19,Uttarārcika,10,11,5,2,,,,,,
1333,19,Uttarārcika,10,11,5,2,,,,,,
1334,19,Uttarārcika,10,11,5,2,,,,,,
1335,20,Uttarārcika,10,11,5,2,,,,,,
1336,20,Uttarārcika,10,11,5,2,,,,,,
1337,20,Uttarārcika,10,11,5,2,,,,,,
1338,21,Uttarārcika,10,12,5,2,,,,,,
1339,21,Uttarārcika,10,12,5,2,,,,,,
1340,21,Uttarārcika,10,12,5,2,,,,,,
1341,22,Uttarārcika,10,12,5,2,,,,,,
1342,22,Uttarārcika,10,12,5,2,,,,,,
1343,22,Uttarārcika,10,12,5,2,,,,,,
1344,23,Uttarārcika,10,12,5,2,,,,,,
1345,23,Uttarārcika,10,12,5,2,,,,,,
1346,23,Uttarārcika,10,12,5,2,,,,,,
1347,1,Uttarārcika,11,1,6,1,,,,,,
1348,1,Uttarārcika,11,1,6,1,,,,,,
1349,1,Uttarārcika,11,1,6,1,,,,,,
1350,1,Uttarārcika,11,1,6,1,,,,,,
1351,2,Uttarārcika,11,1,6,1,,,,,,
1352,2,Uttarārcika,11,1,6,1,,,,,,
1353,2,Uttarārcika,11,1,6,1,,,,,,
1354,3,Uttarārcika,11,1,6,1,,,,,,
1355,3,Uttarārcika,11,1,6,1,,,,,,
1356,3,Uttarārcika,11,1,6,1,,,,,,
1357,4,Uttarārcika,11,2,6,1,,,,,,
1358,4,Uttarārcika,11,2,6,1,,,,,,
1359,4,Uttarārcika,11,2,6,1,,,,,,
1360,5,Uttarārcika,11,2,6,1,,,,,,
1361,5,Uttarārcika,11,2,6,1,,,,,,
1362,6,Uttarārcika,11,2,6,1,,,,,,
1363,6,Uttarārcika,11,2,6,1,,,,,,
1364,7,Uttarārcika,11,2,6,1,,,,,,
1365,7,Uttarārcika,11,2,6,1,,,,,,
1366,7,Uttarārcika,11,2,6,1,,,,,,
1367,8,Uttarārcika,11,2,6,1,,,,,,
1368,8,Uttarārcika,11,2,6,1,,,,,,
1369,8,Uttarārcika,11,2,6,1,,,,,,
1370,9,Uttarārcika,11,3,6,1,,,,,,
1371,9,Uttarārcika,11,3,6,1,,,,,,
1372,9,Uttarārcika,11,3,6,1,,,,,,
1373,10,Uttarārcika,11,3,6,1,,,,,,
1374,10,Uttarārcika,11,3,6,1,,,,,,
1375,10,Uttarārcika,11,3,6,1,,,,,,
1376,11,Uttarārcika,11,3,6,1,,,,,,
1377,11,Uttarārcika,11,3,6,1,,,,,,
1378,11,Uttarārcika,11,3,6,1,,,,,,
1379,1,Uttarārcika,12,1,6,2,,,,,,
1380,1,Uttarārcika,12,1,6,2,,,,,,
1381,1,Uttarārcika,12,1,6,2,,,,,,
1382,1,Uttarārcika,12,1,6,2,,,,,,
1383,2,Uttarārcika,12,2,6,2,,,,,,
1384,2,Uttarārcika,12,2,6,2,,,,,,
1385,2,Uttarārcika,12,2,6,2,,,,,,
1386,3,Uttarārcika,12,2,6,2,,,,,,
1387,3,Uttarārcika,12,2,6,2,,,,,,
1388,3,Uttarārcika,12,2,6,2,,,,,,
1389,4,Uttarārcika,12,2,6,2,,,,,,
1390,4,Uttarārcika,12,2,6,2,,,,,,
1391,5,Uttarārcika,12,2,6,2,,,,,,
1392,5,Uttarārcika,12,2,6,2,,,,,,
1393,5,Uttarārcika,12,2,6,2,,,,,,
1394,6,Uttarārcika,12,2,6,2,,,,,,
1395,6,Uttarārcika,12,2,6,2,,,,,,
1396,7,Uttarārcika,12,3,6,2,,,,,,
1397,7,Uttarārcika,12,3,6,2,,,,,,
1398,7,Uttarārcika,12,3,6,2,,,,,,
1399,8,Uttarārcika,12,3,6,2,,,,,,
1400,8,Uttarārcika,12,3,6,2,,,,,,
1401,8,Uttarārcika,12,3,6,2,,,,,,
1402,9,Uttarārcika,12,3,6,2,,,,,,
1403,9,Uttarārcika,12,3,6,2,,,,,,
1404,9,Uttarārcika,12,3,6,2,,,,,,
1405,10,Uttarārcika,12,4,6,2,,,,,,
1406,10,Uttarārcika,12,4,6,2,,,,,,
1407,10,Uttarārcika,12,4,6,2,,,,,,
1408,11,Uttarārcika,12,4,6,2,,,,,,
1409,11,Uttarārcika,12,4,6,2,,,,,,
1410,11,Uttarārcika,12,4,6,2,,,,,,
1411,12,Uttarārcika,12,4,6,2,,,,,,
1412,12,Uttarārcika,12,4,6,2,,,,,,
1413,13,Uttarārcika,12,4,6,2,,,,,,
1414,13,Uttarārcika,12,4,6,2,,,,,,
1415,14,Uttarārcika,12,5,6,2,,,,,,
1416,14,Uttarārcika,12,5,6,2,,,,,,
1417,14,Uttarārcika,12,5,6,2,,,,,,
1418,15,Uttarārcika,12,5,6,2,,,,,,
1419,15,Uttarārcika,12,5,6,2,,,,,,
1420,15,Uttarārcika,12,5,6,2,,,,,,
1421,16,Uttarārcika,12,5,6,2,,,,,,
1422,16,Uttarārcika,12,5,6,2,,,,,,
1423,17,Uttarārcika,12,5,6,2,,,,,,
1424,17,Uttarārcika,12,5,6,2,,,,,,
1425,17,Uttarārcika,12,5,6,2,,,,,,
1426,18,Uttarārcika,12,6,6,2,,,,,,
1427,18,Uttarārcika,12,6,6,2,,,,,,
1428,18,Uttarārcika,12,6,6,2,,,,,,
1429,19,Uttarārcika,12,6,6,2,,,,,,
1430,19,Uttarārcika,12,6,6,2,,,,,,
1431,19,Uttarārcika,12,6,6,2,,,,,,
1432,20,Uttarārcika,12,6,6,2,,,,,,
1433,20,Uttarārcika,12,6,6,2,,,,,,
1434,20,Uttarārcika,12,6,6,2,,,,,,
1435,1,Uttarārcika,13,1,6,3,,,,,,
1436,1,Uttarārcika,13,1,6,3,,,,,,
1437,1,Uttarārcika,13,1,6,3,,,,,,
1438,1,Uttarārcika,13,1,6,3,,,,,,
1439,1,Uttarārcika,13,1,6,3,,,,,,
1440,2,Uttarārcika,13,1,6,3,,,,,,
1441,2,Uttarārcika,13,1,6,3,,,,,,
1442,2,Uttarārcika,13,1,6,3,,,,,,
1443,2,Uttarārcika,13,1,6,3,,,,,,
1444,3,Uttarārcika,13,2,6,3,,,,,,
1445,3,Uttarārcika,13,2,6,3,,,,,,
1446,3,Uttarārcika,13,2,6,3,,,,,,
1447,3,Uttarārcika,13,2,6,3,,,,,,
1448,3,Uttarārcika,13,2,6,3,,,,,,
1449,3,Uttarārcika,13,2,6,3,,,,,,
1450,4,Uttarārcika,13,2,6,3,,,,,,
1451,4,Uttarārcika,13,2,6,3,,,,,,
1452,4,Uttarārcika,13,2,6,3,,,,,,
1453,5,Uttarārcika,13,3,6,3,,,,,,
1454,5,Uttarārcika,13,3,6,3,,,,,,
1455,5,Uttarārcika,13,3,6,3,,,,,,
1456,6,Uttarārcika,13,3,6,3,,,,,,
1457,6,Uttarārcika,13,3,6,3,,,,,,
1458,7,Uttarārcika,13,3,6,3,,,,,,
1459,7,Uttarārcika,13,3,6,3,,,,,,
1460,8,Uttarārcika,13,4,6,3,,,,,,
1461,9,Uttarārcika,13,4,6,3,,,,,,
1462,10,Uttarārcika,13,4,6,3,,,,,,
1463,10,Uttarārcika,13,4,6,3,,,,,,
1464,10,Uttarārcika,13,4,6,3,,,,,,
1465,11,Uttarārcika,13,4,6,3,,,,,,
1466,11,Uttarārcika,13,4,6,3,,,,,,
1467,11,Uttarārcika,13,4,6,3,,,,,,
1468,12,Uttarārcika,13,4,6,3,,,,,,
1469,12,Uttarārcika,13,4,6,3,,,,,,
1470,12,Uttarārcika,13,4,6,3,,,,,,
1471,13,Uttarārcika,13,5,6,3,,,,,,
1472,13,Uttarārcika,13,5,6,3,,,,,,
1473,13,Uttarārcika,13,5,6,3,,,,,,
1474,14,Uttarārcika,13,5,6,3,,,,,,
1475,14,Uttarārcika,13,5,6,3,,,,,,
1476,14,Uttarārcika,13,5,6,3,,,,,,
1477,15,Uttarārcika,13,5,6,3,,,,,,
1478,15,Uttarārcika,13,5,6,3,,,,,,
1479,15,Uttarārcika,13,5,6,3,,,,,,
1480,16,Uttarārcika,13,6,6,3,,,,,,
1481,16,Uttarārcika,13,6,6,3,,,,,,
1482,16,Uttarārcika,13,6,6,3,,,,,,
1483,17,Uttarārcika,13,6,6,3,,,,,,
1484,17,Uttarārcika,13,6,6,3,,,,,,
1485,17,Uttarārcika,13,6,6,3,,,,,,
1486,18,Uttarārcika,13,6,6,3,,,,,,
1487,18,Uttarārcika,13,6,6,3,,,,,,
1488,18,Uttarārcika,13,6,6,3,,,,,,
1489,1,Uttarārcika,14,1,7,1,,,,,,
1490,1,Uttarārcika,14,1,7,1,,,,,,
1491,1,Uttarārcika,14,1,7,1,,,,,,
1492,2,Uttarārcika,14,1,7,1,,,,,,
1493,2,Uttarārcika,14,1,7,1,,,,,,
1494,3,Uttarārcika,14,1,7,1,,,,,,
1495,3,Uttarārcika,14,1,7,1,,,,,,
1496,3,Uttarārcika,14,1,7,1,,,,,,
1497,4,Uttarārcika,14,1,7,1,,,,,,
1498,4,Uttarārcika,14,1,7,1,,,,,,
1499,4,Uttarārcika,14,1,7,1,,,,,,
1500,5,Uttarārcika,14,1,7,1,,,,,,
1501,5,Uttarārcika,14,1,7,1,,,,,,
1502,5,Uttarārcika,14,1,7,1,,,,,,
1503,6,Uttarārcika,14,2,7,1,,,,,,
1504,6,Uttarārcika,14,2,7,1,,,,,,
1505,6,Uttarārcika,14,2,7,1,,,,,,
1506,7,Uttarārcika,14,2,7,1,,,,,,
1507,7,Uttarārcika,14,2,7,1,,,,,,
1508,7,Uttarārcika,14,2,7,1,,,,,,
1509,8,Uttarārcika,14,2,7,1,,,,,,
1510,8,Uttarārcika,14,2,7,1,,,,,,
1511,8,Uttarārcika,14,2,7,1,,,,,,
